carat,cut,color,clarity,depth,table,price,x,y,z
0.78,Ideal,F,SI1,62.4,54,2700,5.95,5.9,3.7
1.02,Ideal,H,SI1,62.5,57,4746,6.41,6.46,4.02
0.26,Ideal,E,VS1,61.8,55,580,4.13,4.09,2.54
1.2,Ideal,H,SI2,61,57,5610,6.84,6.9,4.19
1.6,Premium,G,SI1,62.4,61,11189,7.43,7.4,4.63
0.32,Ideal,G,VVS2,61.5,57,936,4.43,4.39,2.71
0.4,Good,E,SI2,63.1,57,622,4.7,4.72,2.97
0.7,Ideal,F,VS2,61.8,54,2671,5.68,5.71,3.52
0.23,Very Good,E,VVS1,61.4,59,530,3.93,3.99,2.43
0.77,Ideal,D,VS2,61.8,56,3721,5.84,5.9,3.63
0.54,Ideal,E,VS1,62,56,2041,5.26,5.23,3.25
1.53,Very Good,H,VS2,60.9,63,11452,7.37,7.41,4.5
1.4,Ideal,H,VS2,63,56,8977,7.13,7.07,4.47
1.51,Very Good,H,SI1,61.7,61,9218,7.3,7.35,4.52
1.54,Ideal,G,VS2,61.5,57,11487,7.44,7.41,4.57
0.33,Premium,G,VS1,60.5,58,854,4.49,4.43,2.7
0.63,Ideal,F,IF,60.9,57,3749,5.53,5.57,3.38
0.41,Ideal,I,VS2,61.2,56,1056,4.77,4.81,2.93
0.37,Premium,E,VS2,61,59,692,4.6,4.65,2.82
1,Ideal,D,SI2,62.3,56,4427,6.39,6.33,3.96
0.7,Fair,E,VS2,60.6,64,2697,5.77,5.62,3.45
1.22,Ideal,G,VS1,62.2,56,9292,6.88,6.85,4.27
0.32,Premium,I,VVS2,61.9,59,561,4.35,4.38,2.7
1.5,Ideal,J,SI1,59.4,62,6745,7.38,7.35,4.38
1.51,Premium,E,SI1,61.5,61,11565,7.41,7.31,4.53
1.7,Very Good,G,VS2,61.9,55,18107,7.64,7.68,4.74
0.42,Premium,F,VVS1,60.5,58,1326,4.81,4.84,2.92
0.42,Good,F,VS1,59.9,65,1088,4.83,4.89,2.91
1.21,Ideal,F,IF,62.8,56,15497,6.75,6.84,4.27
0.3,Good,H,SI1,63.9,55,540,4.27,4.24,2.72
2.01,Good,I,VS2,62.4,62,16304,7.91,7.99,4.96
0.72,Very Good,E,VS2,62.9,57,2990,5.68,5.73,3.59
0.9,Very Good,D,VS1,58.9,59,5195,6.22,6.31,3.69
1.51,Ideal,D,SI2,61.2,56,6934,7.4,7.36,4.52
0.53,Very Good,J,VS2,62.7,56,996,5.15,5.18,3.24
0.4,Ideal,D,SI1,60.8,57,772,4.77,4.81,2.91
0.7,Fair,H,I1,66.5,57,1058,5.51,5.4,3.64
0.81,Very Good,H,SI2,62.1,56,2504,5.95,5.99,3.71
0.25,Premium,E,VVS2,62.5,59,576,4.02,4.05,2.52
0.71,Ideal,H,SI1,62.7,55,2313,5.66,5.7,3.56
0.3,Good,G,VS2,63.5,54,526,4.25,4.28,2.71
0.52,Ideal,J,VS2,61.6,57,1141,5.16,5.19,3.19
0.7,Very Good,D,VVS2,62.3,56,3622,5.66,5.7,3.54
1.51,Very Good,G,SI1,61.5,54,10947,7.35,7.42,4.54
0.53,Ideal,H,SI1,62.6,56,1077,5.28,5.1,3.25
1.03,Premium,H,VS1,61.2,58,5744,6.52,6.55,4
1.02,Premium,G,SI1,60.7,60,4855,6.51,6.48,3.94
0.51,Ideal,G,VVS2,61.9,55,1974,5.19,5.15,3.2
0.43,Premium,F,SI2,58.3,62,813,4.97,4.91,2.88
1.2,Good,J,SI2,63.3,54.4,4659,6.72,6.78,4.27
0.77,Premium,G,SI2,61.2,58,1996,5.99,5.96,3.64
0.3,Ideal,G,VS1,61.7,57,776,4.32,4.3,2.66
1.06,Very Good,E,SI2,62.1,56,4972,6.52,6.59,4.07
1.51,Premium,J,SI1,61.2,62,6976,7.36,7.32,4.49
1.23,Premium,G,VS1,61.3,58,8759,6.87,6.89,4.22
1.29,Premium,F,SI1,62.5,60,7730,6.97,6.91,4.34
1.24,Very Good,I,SI2,61.6,59,5497,6.87,6.9,4.24
1.01,Very Good,F,SI1,62.4,59,5861,6.37,6.42,3.99
1.22,Ideal,H,SI1,62.2,56,6541,6.84,6.89,4.27
1.53,Ideal,H,SI1,61.1,57,10659,7.45,7.44,4.55
0.32,Premium,G,IF,59.9,58,954,4.42,4.43,2.65
0.31,Premium,F,VS2,59.3,60,802,4.41,4.39,2.61
0.35,Ideal,F,SI2,62.8,55,591,4.53,4.48,2.83
0.51,Premium,D,SI1,60.1,60,1687,5.17,5.15,3.1
1.01,Premium,F,VVS2,60.4,59,9231,6.49,6.45,3.91
0.5,Ideal,E,VVS2,61.8,53.6,2297,5.1,5.13,3.16
0.55,Premium,G,SI2,61.8,56,1280,5.28,5.23,3.25
1.2,Good,G,SI2,63.6,54,5049,6.71,6.75,4.28
0.7,Premium,E,VS1,61.8,58,3016,5.71,5.75,3.54
0.91,Very Good,F,SI1,59.7,55,4279,6.33,6.36,3.79
1.02,Ideal,G,VVS2,59.2,58,8107,6.56,6.62,3.9
0.37,Premium,E,VS1,60.4,58,1124,4.66,4.61,2.8
0.31,Ideal,G,IF,61.4,55,891,4.36,4.4,2.69
1.21,Premium,I,SI1,62.3,59,5556,6.81,6.77,4.23
1.39,Very Good,E,VS1,60.9,61,12614,7.15,7.19,4.37
0.3,Ideal,E,VS2,61.5,55,844,4.31,4.28,2.64
0.51,Very Good,E,IF,63.3,58,2925,5.03,5.08,3.2
0.43,Premium,F,SI1,62.6,58,792,4.77,4.81,3
1.5,Premium,E,SI2,61.2,59,10080,7.41,7.36,4.52
0.77,Good,H,VVS2,57.9,61,3027,6.07,6.01,3.5
2.4,Ideal,J,SI1,62,57,12468,8.53,8.47,5.27
2.32,Very Good,I,SI1,63.2,59,18371,8.55,8.44,5.37
1.05,Very Good,I,SI1,62.6,56,4688,6.49,6.45,4.05
0.53,Ideal,D,SI1,62.2,56,1753,5.23,5.19,3.24
0.31,Ideal,G,VS1,62.4,55,625,4.33,4.35,2.71
1.16,Ideal,H,SI1,60,60,5852,6.87,6.84,4.11
1,Premium,G,SI2,59.1,59,3696,6.54,6.5,3.85
0.54,Very Good,E,SI1,62.1,59,1379,5.17,5.2,3.22
1,Very Good,E,VS2,59.4,59,6377,6.44,6.46,3.83
0.59,Ideal,D,SI1,61.2,56,1821,5.43,5.38,3.31
1,Very Good,F,SI1,63.2,54,4088,6.3,6.23,3.96
0.92,Good,I,VS2,59.6,61,3785,6.28,6.34,3.76
1.03,Premium,D,SI2,61.3,61,4764,6.49,6.46,3.97
1.31,Premium,H,SI2,61.7,59,4548,7.03,6.98,4.32
1.08,Premium,G,VS1,63,59,7523,6.56,6.5,4.11
0.54,Premium,H,VS2,61.9,55,1389,5.25,5.22,3.24
1.13,Very Good,G,SI1,60.9,60,5280,6.67,6.76,4.09
0.66,Very Good,H,VS1,61.6,58.1,1978,5.54,5.58,3.42
0.5,Premium,F,I1,61.9,58,851,5.15,5.05,3.15
0.94,Premium,H,VS2,62.5,58,4264,6.26,6.18,3.89
0.36,Ideal,E,VS2,61.9,56,1013,4.59,4.56,2.83
0.4,Premium,G,SI1,59.3,59,900,4.82,4.8,2.85
1.11,Ideal,D,VVS1,62.1,55,14584,6.63,6.64,4.12
0.4,Premium,D,VS2,59.1,57,1050,4.87,4.81,2.86
0.71,Premium,E,VS2,62,61,3062,5.71,5.65,3.52
0.31,Ideal,E,VS2,60.9,57,745,4.36,4.38,2.66
0.71,Ideal,I,VS2,61.8,55,2614,5.7,5.73,3.53
1.04,Premium,I,SI2,62,57,3774,6.53,6.47,4.03
2.67,Good,F,SI2,63.8,58,18686,8.69,8.64,5.54
0.32,Ideal,E,VS1,61.8,55,972,4.43,4.4,2.73
0.36,Ideal,E,VS2,61.2,56,1013,4.63,4.59,2.82
0.57,Ideal,F,VS1,61.9,56,2052,5.39,5.3,3.31
0.26,Ideal,F,IF,61.6,56,657,4.07,4.11,2.52
1.01,Premium,G,VS2,63,58,5741,6.42,6.37,4.03
0.5,Very Good,F,SI2,62.5,56,1020,5.05,5.09,3.17
0.41,Ideal,G,VS1,60.8,56,899,4.79,4.82,2.92
0.5,Ideal,E,VS2,62,56,1559,5.06,5.1,3.15
2.04,Premium,H,SI1,62.5,61,18115,8.08,8.04,5.04
1.13,Premium,E,SI2,60.4,59,5316,6.75,6.7,4.06
0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
2.18,Very Good,I,SI2,61.4,59.5,14735,8.31,8.37,5.12
0.25,Very Good,G,VS2,63,54,407,4.04,4.06,2.55
0.3,Ideal,I,VVS1,62.1,54,540,4.29,4.31,2.67
0.26,Very Good,F,VS2,62.5,55,381,4.05,4.08,2.54
2.02,Premium,I,SI1,62.1,58,11119,8.1,8.04,5.01
0.72,Ideal,E,SI1,60.8,55,2869,5.77,5.84,3.53
0.4,Premium,D,VVS2,58.3,59,1152,4.9,4.88,2.85
0.55,Ideal,F,VVS2,60.8,56,2294,5.27,5.32,3.22
1.2,Good,H,VS2,62.6,56,6468,6.73,6.76,4.22
1.16,Premium,I,SI1,60,58,4872,6.82,6.78,4.08
0.41,Ideal,D,VS1,61,57,1230,4.82,4.78,2.93
0.35,Very Good,F,VVS1,61.6,56,966,4.53,4.55,2.79
2.01,Premium,F,SI2,61.3,58,14067,8.14,8.07,4.97
0.7,Premium,G,VVS2,60.6,60,2999,5.77,5.69,3.47
0.32,Very Good,H,VS1,63,57,561,4.37,4.39,2.76
0.43,Ideal,D,VS2,62,55,1129,4.86,4.81,3
0.31,Ideal,E,VS1,61.7,56,734,4.37,4.41,2.71
0.56,Ideal,D,VS2,60.6,56,1963,5.33,5.37,3.24
0.71,Ideal,F,VS1,61.9,56,3799,5.66,5.72,3.53
1.54,Premium,E,SI2,59.9,60,8408,7.49,7.38,4.46
0.41,Ideal,E,VS1,62,55,1153,4.77,4.74,2.95
0.38,Ideal,I,VS1,62,54,700,4.67,4.72,2.91
0.59,Very Good,H,VVS2,61.1,57,1771,5.39,5.48,3.32
0.9,Very Good,G,SI2,63.4,59,3246,6.08,6.04,3.84
1.24,Ideal,I,VS2,62,55,6076,6.9,6.87,4.27
1.05,Ideal,E,VS2,61.7,55,9624,6.54,6.55,4.04
0.27,Ideal,G,VS1,62.3,56,490,4.14,4.16,2.58
1.6,Premium,J,VS1,61.3,59,9032,7.52,7.49,4.6
0.55,Ideal,G,VVS2,60.5,58,2016,5.3,5.34,3.22
2.02,Ideal,H,SI1,61.7,57,17882,8.14,8.08,5
1.1,Ideal,I,VS2,61.8,55.4,5273,6.62,6.65,4.1
0.7,Fair,F,VS2,64.5,57,2762,5.57,5.53,3.58
0.31,Ideal,E,VS2,61.8,54,680,4.34,4.37,2.69
1.7,Ideal,I,VVS2,61.7,57,13247,7.67,7.62,4.71
0.5,Good,F,VVS2,58.5,62,2052,5.23,5.27,3.07
0.27,Very Good,F,VVS2,62.3,59,591,4.14,4.18,2.59
0.7,Ideal,H,VS2,62.4,58,2429,5.67,5.71,3.55
0.5,Very Good,D,VS1,59.8,58,1893,5.12,5.14,3.07
1.03,Ideal,G,VS1,62.1,57,6558,6.44,6.47,4.01
0.75,Good,E,SI1,58.3,60,2923,5.94,5.99,3.48
0.78,Very Good,E,VS1,60,56,3601,6,6.03,3.61
0.71,Premium,D,SI2,61.7,59,2768,5.71,5.67,3.51
0.54,Ideal,F,VS1,60.9,57,1866,5.26,5.21,3.19
0.31,Very Good,G,SI2,61.8,59,408,4.3,4.34,2.67
1.01,Premium,F,VVS2,59.9,58,8905,6.54,6.49,3.9
1.53,Premium,G,SI1,61.7,59,9572,7.31,7.4,4.54
0.52,Ideal,G,SI1,62.2,54,1319,5.16,5.19,3.22
0.65,Good,F,VS1,61.7,60.3,2406,5.53,5.57,3.42
0.72,Very Good,J,VVS2,63,59,2144,5.7,5.72,3.6
0.71,Premium,J,VVS2,60.3,59,1843,5.79,5.82,3.5
0.31,Ideal,H,SI1,62.7,56,573,4.38,4.33,2.73
0.44,Very Good,H,VVS1,63.1,56,1016,4.83,4.87,3.06
0.77,Very Good,G,SI1,62.7,57,2633,5.79,5.85,3.65
1,Very Good,F,VS2,63.2,56,6701,6.32,6.37,4.01
0.33,Very Good,G,SI1,63.2,57,631,4.44,4.39,2.79
0.91,Premium,F,SI2,61,51,3546,6.24,6.21,3.8
0.7,Ideal,J,SI1,60.4,56,1926,5.71,5.74,3.46
0.55,Ideal,I,VVS1,62.7,57,1593,5.17,5.23,3.26
0.35,Premium,H,SI1,62.4,58,504,4.47,4.54,2.81
0.32,Premium,G,VS2,62.6,59,720,4.36,4.33,2.72
1.01,Good,F,VS2,63.1,60,6416,6.36,6.39,4.02
0.4,Premium,E,SI1,62.9,59,882,4.72,4.69,2.96
0.31,Very Good,H,VS2,60,60,489,4.4,4.43,2.65
0.91,Very Good,E,SI1,60.5,61,4211,6.19,6.23,3.76
0.51,Ideal,G,VVS2,62.6,57,1875,5.1,5.12,3.2
1.01,Very Good,H,VS1,63,55,5055,6.35,6.41,4.02
0.35,Premium,H,VS2,61.8,56,709,4.58,4.54,2.82
0.91,Premium,E,SI2,58.5,60,3379,6.34,6.31,3.7
2.38,Premium,H,VS1,60.9,59,18522,8.62,8.59,5.24
0.32,Ideal,F,VS2,62.6,55,828,4.41,4.38,2.75
0.31,Premium,H,VS2,62.2,59,628,4.38,4.34,2.71
0.4,Premium,J,IF,62.2,61,1063,4.71,4.68,2.92
1.1,Very Good,H,SI2,59.8,60,4561,6.7,6.77,4.03
0.3,Premium,D,VS2,61.7,59,710,4.25,4.28,2.63
0.51,Ideal,G,VVS1,61.9,53,1919,5.14,5.2,3.2
0.58,Ideal,F,VVS1,61.6,57,2728,5.33,5.38,3.3
0.31,Premium,E,VS1,61.9,58,942,4.32,4.31,2.67
0.59,Ideal,F,VS2,61,56,1828,5.41,5.44,3.31
0.51,Ideal,G,VVS2,61.6,56,1875,5.12,5.17,3.17
0.43,Ideal,G,IF,61.3,55,1683,4.86,4.89,2.99
1.51,Premium,J,VVS2,62.5,59,8930,7.34,7.29,4.57
0.72,Ideal,F,VS1,62.4,56,3084,5.76,5.72,3.58
0.31,Good,D,VS1,61.7,61,653,4.32,4.34,2.67
0.38,Ideal,J,VS1,62,53,645,4.66,4.7,2.9
1.02,Premium,F,VS1,61.4,59,6238,6.48,6.42,3.96
1.14,Premium,F,SI2,60.8,58,5008,6.79,6.74,4.11
1.07,Premium,D,SI1,63,57,6124,6.57,6.47,4.11
0.57,Ideal,E,VVS2,61.5,56,2447,5.31,5.35,3.28
0.35,Premium,G,VVS2,62.2,58,1024,4.54,4.49,2.81
1,Premium,E,SI1,61,61,4805,6.45,6.4,3.92
1.05,Premium,E,SI2,62.3,56,4939,6.54,6.47,4.05
0.38,Premium,I,VS2,60.2,58,812,4.75,4.69,2.84
1.53,Very Good,H,SI2,61.4,60,7991,7.36,7.43,4.54
1.2,Ideal,G,VS2,62.8,57,7243,6.78,6.72,4.24
1.04,Ideal,G,VS2,61.9,57,6290,6.5,6.46,4.01
1.01,Ideal,G,VS1,62.4,56,6794,6.44,6.39,4
0.56,Ideal,G,IF,61.8,54,2298,5.31,5.33,3.29
0.51,Good,D,VS2,63.7,57,1549,5,5.05,3.2
1.34,Ideal,J,VS1,62,57,5748,7.04,7.12,4.39
1.12,Ideal,G,VS1,61.6,55,7716,6.69,6.72,4.13
0.92,Ideal,H,SI1,61.6,56,4587,6.21,6.25,3.84
0.56,Premium,F,VS2,60.5,59,1935,5.42,5.33,3.25
0.4,Very Good,D,SI1,63.1,61,924,4.71,4.67,2.96
1.14,Ideal,F,VVS1,60.1,60,11226,6.79,6.83,4.09
1.4,Premium,I,VVS2,62,58,8467,7.22,7.16,4.46
0.4,Premium,D,SI1,60.3,62,924,4.75,4.7,2.85
0.4,Ideal,G,VS2,61.2,57,807,4.73,4.78,2.91
0.35,Ideal,E,VVS1,62.1,57,1195,4.52,4.55,2.81
0.95,Ideal,E,VS1,61.5,57,5983,6.28,6.3,3.87
0.9,Premium,G,VS2,61.5,60,4309,6.16,6.13,3.78
0.84,Very Good,H,SI1,61.2,57,2847,6.1,6.12,3.74
1.09,Premium,G,VS2,61.7,58,6504,6.6,6.53,4.05
1.09,Premium,G,VS2,60.6,62,6153,6.68,6.58,4.02
1.03,Ideal,G,SI1,60.8,57,5653,6.52,6.47,3.95
1.02,Fair,J,SI2,65,59,3119,6.34,6.24,4.08
0.38,Ideal,D,SI2,61.1,56,633,4.65,4.71,2.86
0.81,Very Good,G,SI2,62.9,56.9,2493,5.89,5.96,3.73
0.3,Ideal,E,VS1,62.5,56,694,4.27,4.31,2.68
0.7,Very Good,E,VS1,61.3,56,2967,5.68,5.71,3.49
1.13,Ideal,F,VVS2,61.4,56,10327,6.77,6.72,4.14
0.9,Ideal,E,VS1,61.7,56,6230,6.19,6.22,3.83
0.35,Ideal,F,VVS1,61.3,55,1096,4.55,4.58,2.8
0.96,Premium,E,SI1,58.7,62,4365,6.41,6.39,3.76
0.31,Ideal,G,IF,61.5,54,871,4.4,4.41,2.71
0.39,Very Good,H,SI1,58.4,63,696,4.8,4.85,2.82
0.44,Premium,G,SI1,61.1,59,990,4.9,4.86,2.98
0.38,Ideal,G,SI1,61.2,58,688,4.64,4.67,2.85
0.32,Good,F,VS2,63.6,57,828,4.37,4.34,2.77
0.54,Ideal,E,VS2,61.8,55,1847,5.26,5.24,3.24
1.02,Very Good,H,SI2,63.5,60,3998,6.33,6.24,3.99
1.22,Ideal,G,VS1,60.7,57,9166,6.94,6.93,4.21
0.35,Ideal,D,VS2,62.3,55,829,4.52,4.54,2.82
0.51,Premium,G,VS1,62.3,59,1781,5.12,5.06,3.17
0.53,Ideal,D,SI2,60.4,57,1412,5.3,5.26,3.19
0.3,Very Good,G,IF,61.4,59,831,4.27,4.3,2.63
0.72,Premium,H,SI1,62.7,59,2398,5.73,5.69,3.58
0.7,Ideal,F,SI1,62.2,55,2697,5.73,5.68,3.55
1.05,Very Good,G,SI1,59.1,57,4429,6.63,6.73,3.95
1.34,Premium,E,VS2,58.2,60,8480,7.26,7.21,4.21
0.51,Premium,I,VVS2,59.4,60,1211,5.26,5.21,3.11
1.25,Premium,G,VS1,61.8,58,9009,6.91,6.94,4.28
0.38,Ideal,F,VS2,62.2,54,870,4.64,4.66,2.89
0.28,Very Good,G,VVS2,61.4,55,522,4.21,4.24,2.59
0.31,Ideal,F,VS2,61.9,57,749,4.34,4.32,2.68
1,Good,E,VVS1,63.4,59,8359,6.27,6.24,4
0.23,Good,E,VS1,64.1,59,402,3.83,3.85,2.46
1.2,Premium,F,VS2,62.8,59,8964,6.78,6.69,4.23
1.51,Good,F,SI1,64.2,57,10514,7.09,7.2,4.59
0.4,Premium,F,VS2,60.7,60,842,4.75,4.8,2.9
0.7,Premium,I,VVS1,61.2,59,2513,5.65,5.69,3.47
1.01,Ideal,G,VS2,61.4,57,7179,6.44,6.5,3.97
0.51,Ideal,G,VS1,62.7,54,1781,5.1,5.08,3.19
1,Good,I,VS1,63.7,56,5018,6.34,6.32,4.03
0.8,Ideal,F,SI1,61.5,54,2890,6.07,6,3.71
0.23,Ideal,G,VS1,61.9,54,404,3.93,3.95,2.44
0.9,Good,G,VS2,64.4,62,4135,5.97,6.02,3.86
0.28,Very Good,D,VS1,60.5,58,458,4.23,4.26,2.57
0.25,Very Good,F,VVS2,59,58,575,4.1,4.14,2.43
0.9,Ideal,F,SI1,60.7,57,4401,6.21,6.25,3.78
0.41,Ideal,H,VVS1,62.2,57,1115,4.78,4.74,2.96
0.7,Good,H,VS2,58.9,65,2187,5.69,5.76,3.37
0.39,Premium,E,SI1,59.1,59,860,4.81,4.76,2.83
1.16,Ideal,D,SI2,62.5,56,5615,6.7,6.8,4.23
0.31,Ideal,I,VVS1,62.1,54,511,4.34,4.39,2.71
2.05,Premium,E,SI2,62.5,56,17294,8.17,8.08,5.08
0.55,Ideal,G,VVS2,61.4,56,2028,5.27,5.28,3.24
1.23,Ideal,J,SI2,62.4,58,5158,6.79,6.86,4.26
1.01,Good,E,SI1,64.1,62,4480,6.26,6.19,3.99
1.02,Good,I,SI2,63.6,56,3786,6.37,6.4,4.06
1.02,Good,D,SI2,57.5,62,3909,6.62,6.6,3.8
1,Ideal,I,SI1,58.5,55,3472,6.47,6.42,3.77
0.33,Ideal,D,SI1,62.4,54,608,4.41,4.44,2.76
0.45,Ideal,G,VVS1,61.7,56,1297,4.93,4.96,3.05
1.02,Premium,D,IF,61.5,60,15370,6.52,6.45,3.99
1.07,Fair,G,SI2,66.8,57,3545,6.34,6.26,4.21
0.42,Ideal,G,VS2,62.2,54.1,907,4.8,4.83,3
0.45,Premium,F,SI1,61.1,58,1046,4.97,4.95,3.03
0.52,Premium,G,SI1,62.6,58,1249,5.13,5.1,3.2
0.55,Ideal,G,VS2,60.1,55,1634,5.33,5.37,3.22
0.3,Premium,D,VS2,60.7,60,710,4.33,4.37,2.64
1.2,Premium,D,SI1,59.7,59,7338,6.91,6.86,4.11
1.37,Ideal,I,VS2,61.5,56,6343,7.14,7.11,4.38
0.41,Ideal,E,VS1,61.3,55,990,4.8,4.83,2.95
0.57,Ideal,E,SI1,61.9,56,1608,5.32,5.35,3.3
1,Ideal,I,SI1,61.4,56,4200,6.45,6.39,3.94
2.35,Premium,H,SI2,62.3,58,16340,8.51,8.44,5.28
0.42,Ideal,G,VVS2,62.2,56,1103,4.81,4.77,2.98
1.16,Ideal,J,SI1,61.8,55,5124,6.75,6.78,4.18
0.55,Ideal,F,VS1,60.3,57,1682,5.32,5.37,3.23
0.57,Very Good,F,SI2,60.1,56,1235,5.4,5.42,3.25
0.51,Ideal,E,SI1,61.5,57,1682,5.11,5.16,3.16
0.7,Very Good,H,SI1,61.5,57,2107,5.64,5.68,3.48
1.09,Very Good,G,VS1,62.5,59,6827,6.54,6.57,4.1
1.8,Ideal,F,SI1,61.8,57,16513,7.83,7.79,4.83
0.71,Ideal,D,VS1,60.9,57,3518,5.74,5.76,3.5
2.02,Ideal,J,VS2,62,56,12832,8.06,8.13,5.02
0.52,Premium,G,VVS2,61.8,59,2012,5.16,5.13,3.18
1.01,Premium,H,SI1,62.3,58,4513,6.42,6.35,3.98
0.33,Ideal,G,IF,61.5,55,946,4.48,4.5,2.76
1.01,Premium,H,VS2,61.3,59,4959,6.44,6.48,3.96
0.31,Ideal,E,VVS1,61,57,988,4.36,4.33,2.65
1.02,Premium,H,VS2,61,60,4958,6.5,6.46,3.95
1.19,Premium,E,I1,60.2,61,3572,6.91,6.87,4.15
0.34,Ideal,D,VS2,61.6,55,687,4.48,4.54,2.78
0.9,Very Good,G,SI2,63.1,58,2857,6.08,6.02,3.82
0.47,Ideal,F,VVS1,61.9,55,1779,4.98,5,3.09
0.59,Ideal,F,SI1,61.7,56,1652,5.36,5.4,3.32
1.01,Premium,F,SI2,61.1,57,3903,6.48,6.44,3.95
0.31,Ideal,D,VS2,62.6,56,734,4.33,4.36,2.72
0.27,Very Good,H,VVS2,62.1,57,486,4.1,4.15,2.56
0.53,Good,J,VS2,63.8,57,1122,5.12,5.1,3.26
0.42,Very Good,D,SI2,63.1,56,838,4.8,4.74,3.01
1.03,Good,J,SI1,63.6,57,2855,6.38,6.29,4.03
0.32,Premium,H,SI1,60.9,60,591,4.43,4.4,2.69
1.07,Premium,H,VS2,62.1,59,5424,6.56,6.52,4.06
0.51,Premium,E,VVS2,62.1,57,2185,5.18,5.15,3.21
1.22,Very Good,I,VS1,62.9,53.8,6763,6.79,6.83,4.29
0.31,Ideal,H,VVS2,61.5,56,625,4.35,4.37,2.68
0.41,Premium,D,SI2,62,58,876,4.78,4.74,2.95
0.58,Ideal,I,VVS2,62,56,1369,5.34,5.38,3.32
0.52,Ideal,G,VVS2,62.1,57,2012,5.17,5.13,3.2
0.57,Ideal,D,VS2,62.1,56,1963,5.34,5.29,3.3
0.53,Premium,D,VS1,62.4,61,1940,5.25,5.14,3.24
1.11,Ideal,E,VS2,61,57,9625,6.65,6.7,4.08
0.24,Very Good,F,VVS1,59.4,60,478,4.04,4.08,2.41
0.52,Ideal,G,VVS2,62.3,56,1906,5.15,5.18,3.22
0.3,Very Good,I,SI1,61.4,58,394,4.3,4.33,2.65
0.3,Ideal,E,VS2,61.5,56,844,4.33,4.29,2.65
1.5,Premium,H,VS2,61.8,59,11464,7.35,7.3,4.53
0.41,Premium,J,VVS1,62.2,59,994,4.75,4.71,2.94
1.3,Ideal,G,VS2,61.9,55,9060,7.01,7.04,4.35
0.33,Very Good,G,VS2,62,58,579,4.42,4.45,2.75
0.54,Ideal,D,VVS2,61.3,56,2671,5.22,5.26,3.21
0.52,Premium,F,VS2,62.1,59,1600,5.12,5.15,3.19
1.3,Premium,J,SI1,61.9,56,5569,7.07,7.04,4.37
0.41,Ideal,D,VVS2,62.1,56,1356,4.78,4.76,2.96
0.31,Very Good,H,VVS2,61.2,55,578,4.41,4.44,2.7
1.7,Ideal,I,VS2,61.1,57,10662,7.7,7.66,4.69
0.83,Ideal,F,SI1,60.7,57,3290,6.02,6.1,3.68
3,Very Good,H,I1,63.1,55,6512,9.23,9.1,5.77
0.29,Very Good,F,VS1,63,55,504,4.24,4.27,2.68
1.3,Very Good,E,VVS2,60.5,58,13725,7.05,7.11,4.28
0.34,Ideal,D,VVS1,61.5,56,1211,4.5,4.47,2.76
0.32,Premium,E,SI2,61.2,58,576,4.44,4.39,2.7
0.51,Ideal,G,VVS2,62,57,1842,5.13,5.1,3.17
0.5,Ideal,F,VS1,62,55.1,1679,5.05,5.11,3.16
0.73,Very Good,I,VVS1,61.9,57,2623,5.75,5.79,3.57
0.5,Ideal,D,SI2,62.4,56,1239,5.06,5.1,3.17
0.37,Ideal,H,VS2,61.7,55,603,4.64,4.67,2.87
0.7,Premium,E,SI1,61.3,58,2386,5.71,5.84,3.54
1.33,Premium,G,VS2,62.3,59,9682,7.02,6.97,4.36
0.9,Premium,G,SI1,62.6,62,3669,6.08,6.06,3.8
0.3,Ideal,F,IF,61.7,56,873,4.31,4.35,2.67
0.58,Good,F,VVS2,62.2,61,2494,5.37,5.44,3.36
1.51,Very Good,E,SI2,61.9,57,7848,7.35,7.41,4.57
0.72,Premium,F,SI1,61.7,59,2492,5.74,5.7,3.53
0.32,Premium,H,VS2,59.5,58,505,4.47,4.5,2.67
0.86,Very Good,E,VS2,62.3,56,4665,6.05,6.08,3.78
1.51,Premium,H,VS1,62.4,60,10939,7.34,7.27,4.56
1.23,Ideal,F,VVS2,61.8,56,11141,6.89,6.84,4.24
0.32,Ideal,J,VS2,62.1,54,504,4.44,4.38,2.74
0.3,Ideal,H,VS2,61,56,501,4.33,4.37,2.65
1.03,Premium,G,VVS2,60.4,59,7729,6.58,6.56,3.97
0.3,Ideal,I,VS2,60.3,57,438,4.36,4.39,2.64
3.65,Fair,H,I1,67.1,53,11668,9.53,9.48,6.38
0.51,Ideal,D,VS1,60.7,57,1826,5.18,5.23,3.16
1.2,Ideal,H,VS2,62.8,57,7072,6.75,6.79,4.25
1.23,Ideal,D,VVS1,62.4,57,16253,6.88,6.83,4.28
0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89
0.3,Ideal,H,VS1,61.9,58,545,4.3,4.32,2.67
0.55,Ideal,D,SI1,60.6,56,1819,5.32,5.27,3.21
0.31,Ideal,E,VS2,61.7,56,872,4.35,4.31,2.67
1.5,Very Good,H,VVS1,60.9,61,11688,7.36,7.39,4.49
0.3,Ideal,E,VS2,62,55,658,4.27,4.31,2.66
0.68,Premium,F,VVS2,61.7,57,2854,5.67,5.64,3.49
0.3,Premium,F,SI2,61.3,58,506,4.33,4.28,2.64
0.7,Very Good,F,VVS2,62.6,59,2940,5.6,5.64,3.52
